tilt,cor,gradient,contrast,focus,total_variation,kurtosis,projection_consistency
36.5,-0.5,0.00024295735576223315,0.0032831087966146053,6.016303117917232e-07,-10.032889604568481,4.471518625711863,-0.041405883
36.5,0.0,0.00024972839310066774,0.0034922805634206673,7.738154599629914e-07,-10.351904562541417,6.690121082057274,-0.037923843
36.5,0.5,0.0002494953192321451,0.0033282362982988297,5.180283295658228e-07,-9.736906937190465,4.322309436759147,-0.036126256
36.5,1.0,0.00023955160993084843,0.0030357758856864947,8.083693968176573e-07,-10.194059610366821,2.764405246912647,-0.03572973
36.5,1.5,0.00022534098077033247,0.0028245788190750833,5.67473603853484e-07,-9.642706326075963,2.0730754933732793,-0.04153047
36.5,2.0,0.00021666190254368952,0.00268007602727656,6.324705513601916e-07,-9.697294507707868,1.6681568670461762,-0.049326397
37.0,-2.0,0.00022875501911455234,0.0026339516780665563,6.340079831293874e-07,-9.99949836730957,1.8051472043863348,-0.05499946
37.0,-1.5,0.00022407616675731594,0.0027239089446291997,6.247968826755823e-07,-9.904499530792236,2.2023534639324347,-0.050079692
37.0,-1.0,0.0002278618319126378,0.002900218583189209,6.37411856376145e-07,-9.907871518816266,2.88070209061888,-0.04503941
37.0,0.0,0.0002495696067593859,0.003485391947007365,7.581385870837818e-07,-10.319314309528895,6.662905937324027,-0.037720546
37.0,-0.5,0.00024182769266190007,0.0032868937976880783,5.806837332248246e-07,-9.948374271392822,4.4826114448928305,-0.040664688
37.0,0.5,0.0002474071963141406,0.0033142245686186866,5.174223137568593e-07,-9.71742398398263,4.2940952276354984,-0.036758494
37.0,1.0,0.0002364128564035387,0.0030314639645647344,7.689543143182423e-07,-10.090430464063372,2.787750618947347,-0.036972716
37.0,1.5,0.00022561325126194527,0.0028278368518190947,5.764025315459418e-07,-9.703472307750157,2.106505852158456,-0.04216479
37.0,2.0,0.0002181076322033602,0.0026860039183364804,6.249798332191858e-07,-9.717912946428571,1.7079354862727911,-0.04907987
